BenSampID,Station_ID,Region,DistCat,Longitude,Latitude,IBI_Score,CollDate,SC_pt_POET,SC_pt_ffg_pred,SC_pt_NonIns,SC_pi_OET,SC_pt_tv_toler,SC_pt_volt_semi,SubCatAreaSqKm,WsAreaSqKm,ExactDrArea_km2,pcSLOPE,SLOPE,Velocity,SandSiltClay,sinuosity_1,ElevCat,BFICat,MSST_avg,Precip8110Cat,Precip8110Ws,Tmax8110Cat,Tmax8110Ws,Tmean8110Cat,Tmean8110Ws,Tmin8110Cat,Tmin8110Ws,PctWetWat2016Cat,PctWetWat2016Ws,PctFrst2016Cat,PctFrst2016WS,ICI_21,IWI_21,PctUrbMax,PctUrbLMH2016Cat,PctUrbLMH2016Ws,pcUrb_WsExact,pcUrb_1000m,PctAgMax,PctHayCrop2016Cat,PctHayCrop2016Ws,pcAg_WsExact,pcAg_1000m,AllAgNMax,AllAgNCat,AllAgNWs,RdDensMax,RdDensCat,RdDensWs,DamMax,DamNrmStorCat,DamNrmStorWs,CanalDensCat,CanalDensWs,MineDensCat,MineDensWs,NPDESDensCat,NPDESDensWs,SuperfundDensCat,SuperfundDensWs,TRIDensCat,TRIDensWs,WoodJabs,SubmergeVegJabs,VegMarginBankJabs,HardBottomJabs,NumHabitats,AvailCover,PoolSubstrat,PoolVariable,SedDeposit,ChannelFlow,ChannelAlt,sinuosity,LBStability,RBStability,LBVegProtect,RBVegProtect,LBRiparVeg,RBRiparVeg,HabitatScore,RifflePct,RunPct,GlidePct,PoolPct,CanopyCover,WidthMean,DepthMean,Temperature,SpecConductivity,DO,pH,sin500m,sin1000m,NHD_sinuosity,pcSlp500m,pcSlp1000m,NHD_pcSLOPE,ni_total,ni_Chiro,ni_EPT,ni_Trich,nt_total,nt_Amph,nt_Bival,nt_Coleo,nt_COET,nt_CruMol,nt_Dipt,nt_Ephem,nt_Ephemerellid,nt_EPT,nt_ET,nt_Gast,nt_Hepta,nt_Insect,nt_Isop,nt_Mega,nt_Nemour,nt_NonIns,nt_Odon,nt_OET,nt_Oligo,nt_Perlid,nt_Pleco,nt_POET,nt_Ptero,nt_Rhya,nt_Tipulid,nt_Trich,nt_Tromb,pi_Amph,pi_AmphIsop,pi_Baet,pi_Bival,pi_Caen,pi_Coleo,pi_COET,pi_Corb,pi_Cru,pi_CruMol,pi_Dipt,pi_Ephem,pi_EphemNoCae,pi_EphemNoCaeBae,pi_EPT,pi_ET,pi_Gast,pi_Hydro,pi_Hydro2EPT,pi_Hydro2Trich,pi_Insect,pi_Isop,pi_Mega,pi_Mol,pi_NonIns,pi_Odon,pi_OET,pi_Oligo,pi_Pleco,pi_POET,pi_Trich,pi_TricNoHydro,pt_Amph,pt_Bival,pt_Coleo,pt_COET,pt_Dipt,pt_Ephem,pt_EPT,pt_ET,pt_Gast,pt_Insect,pt_Isop,pt_Mega,pt_NonIns,pt_Odon,pt_OET,pt_Oligo,pt_Pleco,pt_POET,pt_Trich,nt_Chiro,pi_Chiro,pt_Chiro,pi_Tanyt,pi_Tanyp,pi_COC2Chi,pi_ChCr2Chi,pi_Orth2Chi,pi_Tanyp2Chi,pi_SimBtri,pi_Colesens,nt_ffg_col,nt_ffg_filt,nt_ffg_pred,nt_ffg_scrap,nt_ffg_shred,pi_ffg_col,pi_ffg_filt,pi_ffg_pred,pi_ffg_scrap,pi_ffg_shred,pt_ffg_col,pt_ffg_filt,pt_ffg_pred,pt_ffg_scrap,pt_ffg_shred,nt_habit_burrow,nt_habit_climb,nt_habit_cling,nt_habit_sprawl,nt_habit_swim,pi_habit_burrow,pi_habit_climb,pi_habit_cling,pi_habit_sprawl,pi_habit_swim,pt_habit_burrow,pt_habit_climb,pt_habit_cling,pt_habit_sprawl,pt_habit_swim,pi_dom01,pi_dom02,pi_dom03,pi_dom04,pi_dom05,x_Shan_2,x_D,x_D_G,x_D_Mg,x_Evenness
19-126-55,LO-Best-R7,SNEP,MidStrs,-71.273407,42.023354,64.83170532,9/1/2019,58.59375,83.0078125,53.7202381,70.37297678,71.21212121,52.08333333,2.079,49.2804,46.7307,0.208388,0.00208388,0.058235294,15,1.41,52.01135498,55,19.65519299,1265.641454,1263.375885,15.66883414,15.51513705,9.843665539,9.780138739,4.011403721,4.0400646,17.05627706,16,21.904762,47.55278,0.622590172,0.605111081,36.66666667,36.66666667,22.63130981,21.93609276,20.3135651,1.166995398,0.73593074,1.166995398,1.19994607,0.272665303,1.292497626,0.644155844,1.292497626,5.579199211,5.579199211,4.157591393,38295.63883,0,38295.63883,0,0,0,0,0,0,0,0.020292043,0,0.040584086,4,4,1,1,4,12,16,10,18,18,20,7,9,9,10,10,6,6,151,5,45,20,30,20,9.933333333,0.713333333,19.9,0.497,4.6,7.37,1.038567536,1.239189996,1.41,0.366980041,0.294890022,0.208388,319,119,80,34,66,2,1,5,20,8,30,4,1,11,11,4,1,50,1,0,0,16,4,15,3,0,0,15,0,0,0,7,4,6.896551724,12.85266458,0.313479624,2.821316614,0,3.761755486,38.24451411,0,12.85266458,17.86833856,38.87147335,14.4200627,14.4200627,14.10658307,25.07836991,25.07836991,2.194357367,0.313479624,1.25,2.941176471,77.11598746,5.956112853,0,5.015673981,22.88401254,9.404388715,34.48275862,2.194357367,0,34.48275862,10.65830721,10.34482759,3.03030303,1.515151515,7.575757576,30.3030303,45.45454545,6.060606061,16.66666667,16.66666667,6.060606061,75.75757576,1.515151515,0,24.24242424,6.060606061,22.72727273,4.545454545,0,22.72727273,10.60606061,28,37.30407524,42.42424242,14.4200627,7.523510972,2.521008403,1.680672269,6.722689076,20.16806723,0,3.761755486,18,5,14,6,8,33.22884013,16.30094044,22.57053292,10.97178683,4.07523511,27.27272727,7.575757576,21.21212121,9.090909091,12.12121212,7,11,14,16,1,8.150470219,15.04702194,33.22884013,22.57053292,5.956112853,10.60606061,16.66666667,21.21212121,24.24242424,1.515151515,12.22570533,18.80877743,24.76489028,30.40752351,35.10971787,5.374173652,0.960603768,11.448016,11.27456121,0.889117014
2013023.A,B0863,SNEP,MidStrs,-70.953869,41.997462,55.27374039,7/17/2013,55.55555556,60.76388889,56.61375661,30.67893824,58.58585859,69.44444444,10.026,157.1958,154.994901,0.044129,0.00044129,,20,1.54,20.92599282,53.68429084,20.53611783,1271.585417,1271.070996,15.76662313,15.715007,10.02189064,9.947880915,4.273838206,4.175766155,17.24416517,29,34.416517,29.247919,0.663886306,0.513930984,29.56912029,29.56912029,25.61003538,25.28742974,35.35108959,3.169550331,1.05924596,3.169550331,3.201793097,3.244552058,4.422221204,2.014362657,4.422221204,4.578698285,4.578698285,4.135897352,7627.692587,6655.821664,7627.692587,0,0.008544748,0,0,0,0.006361493,0,0.025445972,0,0.063614931,1,2,6,1,4,14,17,15,19,20,19,14,10,10,10,10,8,10,176,,,,,,,,,,,,1.603165663,1.538333086,1.54,0.436879988,0.086649996,0.044129,306,140,43,27,37,1,1,3,11,5,18,3,0,7,7,3,1,29,0,0,0,8,1,8,2,0,0,8,0,0,0,4,1,7.189542484,7.189542484,1.307189542,0.326797386,0,8.169934641,23.20261438,0,7.189542484,11.11111111,63.07189542,5.22875817,5.22875817,3.921568627,14.05228758,14.05228758,3.594771242,8.169934641,58.13953488,92.59259259,86.2745098,0,0,3.921568627,13.7254902,0.980392157,15.03267974,0.980392157,0,15.03267974,8.823529412,0.653594771,2.702702703,2.702702703,8.108108108,29.72972973,48.64864865,8.108108108,18.91891892,18.91891892,8.108108108,78.37837838,0,0,21.62162162,2.702702703,21.62162162,5.405405405,0,21.62162162,10.81081081,15,45.75163399,40.54054054,32.35294118,0.326797386,0,0,11.42857143,0.714285714,15.68627451,8.169934641,15,6,6,3,2,18.30065359,55.88235294,4.901960784,6.209150327,6.535947712,40.54054054,16.21621622,16.21621622,8.108108108,5.405405405,2,5,16,8,1,0.980392157,5.22875817,71.89542484,11.11111111,0.980392157,5.405405405,13.51351351,43.24324324,21.62162162,2.702702703,29.73856209,45.4248366,52.61437908,56.8627451,61.11111111,3.985629579,0.870754838,6.464479752,6.289764083,0.765076352
2013027.C,B0858,SNEP,MidStrs,-71.077577,41.932518,47.30862751,7/22/2013,27.77777778,69.44444444,43.38624339,23.63050483,50.16835017,69.44444444,3.4308,4.896,4.2693,0.057153,0.00057153,,100,1.06,18.81054302,54.62434418,18.97308074,1256.5494,1256.818777,15.75533276,15.7546629,10.03357988,10.03919825,4.307567694,4.319554172,56.5320042,45,5.299056,9.963235,0.670461417,0.645471252,31.70955882,26.86253935,31.70955882,31.54899895,24.97687327,2.04616999,2.04616999,1.746323529,2.528977871,2.590194265,2.232948583,2.232948583,2.1375,4.389557767,3.778942074,4.389557767,8137.541667,0,8137.541667,0,0,0,0,0,0,0,0,0,0,8,0,2,0,2,8,8,2,19,18,20,7,10,10,10,10,10,10,142,,,,,,,,,,,,1.028864269,1.043027841,1.06,0.039680003,0.09777001,0.057153,285,208,19,10,35,2,0,1,5,5,20,1,0,3,3,2,0,26,1,1,0,9,1,4,3,0,0,4,0,0,1,2,1,3.859649123,4.210526316,0,0,0,2.456140351,14.03508772,0,4.210526316,7.01754386,74.73684211,3.157894737,3.157894737,3.157894737,6.666666667,6.666666667,2.807017544,2.105263158,31.57894737,60,90.1754386,0.350877193,1.403508772,2.807017544,9.824561404,4.912280702,11.57894737,2.456140351,0,11.57894737,3.50877193,1.403508772,5.714285714,0,2.857142857,14.28571429,57.14285714,2.857142857,8.571428571,8.571428571,5.714285714,74.28571429,2.857142857,2.857142857,25.71428571,2.857142857,11.42857143,8.571428571,0,11.42857143,5.714285714,16,72.98245614,45.71428571,44.56140351,3.50877193,0,0,16.82692308,4.807692308,0.350877193,2.456140351,12,6,8,3,3,23.15789474,43.15789474,11.22807018,5.263157895,10.52631579,34.28571429,17.14285714,22.85714286,8.571428571,8.571428571,5,5,9,11,0,3.157894737,9.824561404,55.78947368,23.85964912,0,14.28571429,14.28571429,25.71428571,31.42857143,0,16.14035088,32.28070175,42.80701754,50.52631579,55.43859649,4.26870213,0.91833795,6.191962317,6.015049108,0.832221992
2013004,B0855,SNEP,MidStrs,-70.856356,41.727408,42.57192998,7/2/2013,43.10344828,64.65517241,52.05254516,28.32678813,67.29362591,0,46.7856,63.8829,31.3594,0.08231,0.0008231,,98,1.23,17.46995729,56.83364112,20.6535537,1292.297772,1290.933565,15.22301589,15.26780914,10.35587464,10.30335987,5.484417616,5.33493673,29.76492767,34,52.546938,48.69613,0.595579891,0.568758366,4.978454909,4.978454909,4.325101083,3.008036739,0.88,7.220242037,6.23268698,7.220242037,8.883467279,3.28,7.818486637,6.727993229,7.818486637,1.928530541,1.928530541,1.890391614,2900.097466,2900.097466,2529.4074,0,0,0,0,0,0,0,0,0,0,2,6,2,0,3,5,13,1,14,20,18,7,10,10,10,10,10,9,137,,,,,,,,,,,,1.246905161,1.192755449,1.23,0.781559917,0.459819996,0.08231,317,41,43,32,28,1,1,1,6,3,16,2,0,4,4,1,1,22,0,0,0,6,1,5,2,0,0,5,0,0,0,2,1,61.829653,61.829653,1.577287066,3.154574132,0,0.315457413,14.1955836,0,61.829653,65.93059937,17.35015773,3.470031546,3.470031546,1.892744479,13.56466877,13.56466877,0.94637224,10.09463722,74.41860465,100,31.54574132,0,0,4.100946372,68.45425868,0.315457413,13.88012618,2.208201893,0,13.88012618,10.09463722,0,3.571428571,3.571428571,3.571428571,21.42857143,57.14285714,7.142857143,14.28571429,14.28571429,3.571428571,78.57142857,0,0,21.42857143,3.571428571,17.85714286,7.142857143,0,17.85714286,7.142857143,14,12.93375394,50,5.678233438,0.94637224,2.43902439,0,31.70731707,7.317073171,4.100946372,0.315457413,11,7,6,1,1,71.60883281,19.87381703,2.208201893,1.892744479,0.94637224,39.28571429,25,21.42857143,3.571428571,3.571428571,4,2,8,8,2,4.100946372,3.470031546,20.50473186,65.93059937,1.577287066,14.28571429,7.142857143,28.57142857,28.57142857,7.142857143,61.829653,67.50788644,71.60883281,74.76340694,77.28706625,2.662743796,0.608524316,4.862038128,4.688393909,0.55388958
2013005,B0847,SNEP,MidStrs,-70.840825,41.679671,65.13412017,7/3/2013,64.1025641,88.14102564,66.78876679,29.65892239,78.01087801,64.1025641,46.7856,63.8829,47.5748,0.08231,0.0008231,,100,1.23,17.46995729,56.83364112,20.6535537,1292.297772,1290.933565,15.22301589,15.26780914,10.35587464,10.30335987,5.484417616,5.33493673,29.76492767,34,52.546938,48.69613,0.595579891,0.568758366,4.978454909,4.978454909,4.325101083,3.331693658,3.93754243,7.220242037,6.23268698,7.220242037,7.499621613,1.221995927,7.818486637,6.727993229,7.818486637,1.928530541,1.928530541,1.890391614,2900.097466,2900.097466,2529.4074,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,2,7,11,17,20,18,13,10,10,10,10,10,10,148,,,,,,,,,,,,1.202795208,1.161802556,1.23,0.197059999,0.184559996,0.08231,291,170,39,32,43,1,1,4,14,3,17,4,1,8,8,1,1,35,0,2,0,8,2,10,5,0,0,10,0,0,0,4,0,12.71477663,12.71477663,0.343642612,1.374570447,0,1.718213058,16.15120275,0,12.71477663,14.7766323,64.26116838,2.405498282,2.405498282,2.06185567,13.40206186,13.40206186,0.687285223,7.903780069,58.97435897,71.875,81.78694158,0,0.687285223,2.06185567,18.21305842,1.030927835,14.43298969,3.436426117,0,14.43298969,10.99656357,3.092783505,2.325581395,2.325581395,9.302325581,32.55813953,39.53488372,9.302325581,18.60465116,18.60465116,2.325581395,81.39534884,0,4.651162791,18.60465116,4.651162791,23.25581395,11.62790698,0,23.25581395,9.302325581,15,58.41924399,34.88372093,39.51890034,6.18556701,0,0,12.35294118,10.58823529,5.498281787,1.718213058,13,6,13,3,3,23.02405498,53.26460481,12.02749141,2.405498282,3.092783505,30.23255814,13.95348837,30.23255814,6.976744186,6.976744186,9,3,14,7,4,6.18556701,3.780068729,60.48109966,21.30584192,1.374570447,20.93023256,6.976744186,32.55813953,16.27906977,9.302325581,34.70790378,47.42268041,54.98281787,60.48109966,65.29209622,3.902186313,0.847226651,7.579331897,7.403068364,0.719129362
2013006,B0862,SNEP,MidStrs,-70.986022,41.633384,40.56637807,7/3/2013,28.57142857,17.85714286,34.69387755,51.02040816,39.82683983,71.42857143,52.0245,72.099,45.3076,0.096856,0.00096856,,60,1.21,27.95327082,56.99359917,20.24886404,1293.890037,1292.458949,15.16648344,15.20844717,10.54132508,10.48589476,5.910822685,5.758210559,29.30023354,32,25.381887,26.257646,0.595226248,0.585531943,26.0150506,26.0150506,25.01061041,32.29656994,55.09950249,2.141683245,2.14168325,1.777555861,0.792468569,0,2.390243059,2.390243059,2.02451629,4.474342207,4.474342207,4.335058427,8517.117896,6350.378825,8517.117896,0,0,0,0,0.019221713,0.013869818,0.057665139,0.041609454,0.038443426,0.235786904,4,4,2,0,3,12,15,5,18,20,19,6,10,10,10,10,10,10,155,,,,,,,,,,,,1.058020608,1.055220779,1.21,0.651879985,0.155520014,0.096856,296,132,74,74,34,2,1,3,7,7,17,0,0,4,4,3,0,24,1,0,0,10,0,4,3,0,0,4,0,0,0,4,0,21.95945946,22.63513514,0,1.013513514,0,1.689189189,26.68918919,0,22.63513514,25,45.60810811,0,0,0,25,25,1.351351351,9.459459459,37.83783784,37.83783784,72.2972973,0.675675676,0,2.364864865,27.7027027,0,25,2.702702703,0,25,25,15.54054054,5.882352941,2.941176471,8.823529412,20.58823529,50,0,11.76470588,11.76470588,8.823529412,70.58823529,2.941176471,0,29.41176471,0,11.76470588,8.823529412,0,11.76470588,11.76470588,15,44.59459459,44.11764706,16.55405405,0.675675676,0,0,22.72727273,1.515151515,0.675675676,1.689189189,13,9,2,3,3,31.08108108,30.74324324,1.013513514,13.51351351,16.21621622,38.23529412,26.47058824,5.882352941,8.823529412,8.823529412,6,4,11,9,0,16.55405405,1.689189189,42.90540541,28.37837838,0,17.64705882,11.76470588,32.35294118,26.47058824,0,21.62162162,36.48648649,48.98648649,60.47297297,66.89189189,3.868644044,0.890864682,5.975017971,5.799282148,0.760426988
2013010,B0840,SNEP,MidStrs,-70.983125,41.755702,54.21183497,7/9/2013,58.33333333,100,30.15873016,60.51632009,48.48484848,27.77777778,14.103,14.103,11.5243,0.001,0.00001,,100,1.07,37.11936758,54,20.47688057,1275.080619,1275.080619,15.38314403,15.38314403,10.30351429,10.30351429,5.219290716,5.219290716,26.1582642,26,55.813657,55.813657,0.674369872,0.674369872,6.388002553,6.388002553,6.388002553,5.330107695,0,3.822590938,3.82259094,3.822590938,2.840643047,4.45625511,3.972176133,3.972176133,3.972176133,2.302464377,2.302464377,2.302464377,0,0,0,0,0,0,0,0,0,0,0,0.141813798,0.141813798,0,8,2,0,2,1,11,3,13,15,0,0,10,10,10,5,10,1,89,,,,,,,,,,,,1.736025915,1.37543932,1.07,0.309620083,0.164140002,0.001,318,70,22,17,31,2,0,2,9,6,9,1,0,3,3,3,0,21,1,2,0,10,4,7,4,0,0,7,0,0,0,2,0,11.00628931,21.69811321,0,0,1.572327044,0.628930818,30.18867925,0,21.69811321,35.53459119,22.01257862,1.572327044,0,0,6.918238994,6.918238994,13.83647799,3.144654088,45.45454545,58.82352941,53.4591195,10.6918239,0.943396226,13.83647799,46.5408805,22.64150943,29.55974843,11.00628931,0,29.55974843,5.34591195,2.201257862,6.451612903,0,6.451612903,29.03225806,29.03225806,3.225806452,9.677419355,9.677419355,9.677419355,67.74193548,3.225806452,6.451612903,32.25806452,12.90322581,22.58064516,12.90322581,0,22.58064516,6.451612903,9,22.01257862,29.03225806,11.94968553,1.886792453,8.571428571,8.571428571,8.571428571,8.571428571,0,0.628930818,11,3,11,2,3,37.42138365,14.46540881,26.41509434,13.52201258,7.86163522,35.48387097,9.677419355,35.48387097,6.451612903,9.677419355,4,6,6,9,3,8.176100629,38.05031447,21.06918239,30.18867925,0.943396226,12.90322581,19.35483871,19.35483871,29.03225806,9.677419355,21.3836478,34.27672956,44.96855346,55.66037736,65.40880503,3.906891739,0.897769076,5.380028386,5.206479083,0.788602529
2013012,B0834,SNEP,MidStrs,-71.248262,41.744702,57.19749837,7/9/2013,45.45454545,37.87878788,59.01875902,46.83840749,53.99449036,100,6.7302,6.7302,5.3782,0.430031,0.00430031,,95,1.38,18.59942632,54.173977,19.13420187,1236.987642,1236.987642,15.50409335,15.50409335,10.68478,10.68478,5.859996918,5.859996918,24.99331372,25,35.731479,35.731479,0.59839192,0.59839192,28.09574753,28.09574753,28.09574753,22.37481159,42.05457464,1.056432201,1.0564322,1.056432201,1.105342489,0.080256822,2.388339128,2.388339128,2.388339128,4.039515933,4.039515933,4.039515933,39404.2079,39404.2079,39404.2079,0,0,0,0,0,0,0,0,0,0,6,1,0,3,3,2,15,3,18,17,20,7,10,10,10,10,10,10,142,,,,,,,,,,,,1.639480997,1.665082667,1.38,0.711360088,0.775650012,0.430031,306,123,70,69,35,1,1,5,11,4,16,1,0,6,6,1,0,28,1,0,0,7,0,6,2,0,0,6,0,0,0,5,1,15.03267974,19.28104575,0,1.960784314,0,12.09150327,34.96732026,0,19.28104575,21.56862745,41.17647059,0.326797386,0.326797386,0.326797386,22.87581699,22.87581699,0.326797386,20.26143791,88.57142857,89.85507246,76.47058824,4.248366013,0,2.287581699,23.52941176,0,22.87581699,0.980392157,0,22.87581699,22.54901961,2.287581699,2.857142857,2.857142857,14.28571429,31.42857143,45.71428571,2.857142857,17.14285714,17.14285714,2.857142857,80,2.857142857,0,20,0,17.14285714,5.714285714,0,17.14285714,14.28571429,14,40.19607843,40,26.47058824,0.653594771,0,0,25.20325203,1.62601626,0.653594771,12.09150327,10,8,5,3,4,33.33333333,45.4248366,2.614379085,6.862745098,2.941176471,28.57142857,22.85714286,14.28571429,8.571428571,11.42857143,4,3,12,8,1,2.614379085,3.921568627,52.94117647,30.39215686,0.326797386,11.42857143,8.571428571,34.28571429,22.85714286,2.857142857,15.03267974,26.79738562,36.60130719,43.1372549,49.34640523,4.366968212,0.930881285,6.115048414,5.940332745,0.851379851
2013013,B0846,SNEP,MidStrs,-71.192532,41.777309,66.08424094,7/10/2013,76.38888889,86.80555556,43.38624339,99.77324263,67.003367,23.14814815,2.6757,20.7954,19.5579,0.27304,0.0027304,,75,1.26,24.2285032,54.01580895,20.74931568,1235.819378,1237.354441,15.55204673,15.58930347,10.61141745,10.58291704,5.665842155,5.571458889,32.18970737,32,45.778675,50.333247,0.56791664,0.610659444,6.962663976,6.962663976,4.834242188,4.479808665,3.266157054,5.852674067,5.85267407,5.72578551,5.602060528,1.389854065,10.07198116,10.07198116,8.785423699,2.113726209,2.113726209,1.827684131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,11,11,4,13,20,16,4,10,10,10,10,10,2,131,,,,,,,,,,,,1.106860025,1.303381022,1.26,0.50914003,0.220289986,0.27304,360,42,170,80,36,3,1,2,12,7,12,3,1,10,9,2,1,26,1,0,0,10,1,10,2,1,1,11,0,0,0,6,1,25.55555556,33.61111111,0,0.277777778,0,3.333333333,52.22222222,0,33.61111111,34.44444444,11.94444444,24.72222222,24.72222222,24.72222222,47.22222222,46.94444444,0.555555556,16.66666667,35.29411765,75,64.72222222,8.055555556,0,0.833333333,35.27777778,1.944444444,48.88888889,0.555555556,0.277777778,49.16666667,22.22222222,5.555555556,8.333333333,2.777777778,5.555555556,33.33333333,33.33333333,8.333333333,27.77777778,25,5.555555556,72.22222222,2.777777778,0,27.77777778,2.777777778,27.77777778,5.555555556,2.777777778,30.55555556,16.66666667,11,11.66666667,30.55555556,2.222222222,1.944444444,0,0,9.523809524,16.66666667,0,3.333333333,13,6,9,3,3,38.88888889,19.44444444,5.555555556,25,6.666666667,36.11111111,16.66666667,25,8.333333333,8.333333333,2,5,13,12,2,0.555555556,3.333333333,51.66666667,37.22222222,2.777777778,5.555555556,13.88888889,36.11111111,33.33333333,5.555555556,21.66666667,34.16666667,44.16666667,53.61111111,61.38888889,3.92460466,0.899938272,6.116099853,5.94620819,0.759122165
2013018,B0837,SNEP,MidStrs,-70.979916,41.907438,49.93025514,7/11/2013,44.87179487,88.14102564,42.36874237,13.16655695,46.93084693,64.1025641,26.1099,733.0995,2.9669,0.100986,0.00100986,,100,1.31,18.53206301,54.08569163,21.93432003,1273.190649,1275.545433,15.67904975,15.62244487,10.06735862,10.02097533,4.450837937,4.414553661,20.21646961,27,34.459343,34.60417,0.507214066,0.439368751,23.34976388,23.34976388,20.73475701,27.52349197,29.31034483,6.952535245,6.95253525,6.347023835,7.244619582,0.453720508,7.782840991,7.782840991,7.039038493,4.0614793,4.0614793,3.866250828,99852.46142,1464.497375,99852.46142,0,0.01543876,0,0.008184428,0,0.005456285,0,0.024553284,0.038299649,0.050470639,5,0,5,0,2,10,12,11,19,20,20,15,10,10,10,10,10,10,167,,,,,,,,,,,,1.080876277,1.276231181,1.31,0.205399965,0.01255,0.100986,282,196,15,14,40,1,1,2,9,5,18,1,1,5,5,2,0,30,1,2,0,10,2,7,5,0,0,7,0,1,1,4,0,1.418439716,1.773049645,0,4.964539007,0,3.191489362,9.574468085,0,1.773049645,7.80141844,74.11347518,0.354609929,0.354609929,0.354609929,5.319148936,5.319148936,1.063829787,1.063829787,20,21.42857143,85.46099291,0.354609929,0.709219858,6.028368794,14.53900709,1.063829787,6.382978723,6.737588652,0,6.382978723,4.964539007,3.90070922,2.5,2.5,5,22.5,45,2.5,12.5,12.5,5,75,2.5,5,25,5,17.5,12.5,0,17.5,10,13,69.5035461,32.5,34.39716312,2.836879433,0.510204082,0,21.93877551,4.081632653,1.418439716,2.836879433,18,3,9,3,3,57.80141844,2.836879433,8.510638298,4.255319149,19.85815603,45,7.5,22.5,7.5,7.5,6,5,9,12,0,7.092198582,2.482269504,48.58156028,28.36879433,0,15,12.5,22.5,30,0,25.17730496,41.84397163,52.12765957,60.63829787,65.60283688,3.977247414,0.882928424,7.089801285,6.912556253,0.747332046
2013020,B0841,SNEP,MidStrs,-70.898462,42.042388,62.41883117,7/16/2013,68.75,31.25,55.95238095,100,56.06060606,62.5,5.7618,42.3207,37.7809,0.066798,0.00066798,,55,1.21,20.8139269,53.24242424,20.86187224,1271.700642,1261.873781,15.76740781,15.71620083,10.04242481,10.04511903,4.313041957,4.368773763,27.58512965,21,50.609185,32.411798,0.668066362,0.58205945,30.19160836,10.35613871,30.19160836,32.61879243,12.6394052,3.327085286,3.32708529,0.978244689,0.71692271,5.204460967,4.907216495,4.907216495,2.563851732,4.717897814,2.539186942,4.717897814,10037.88954,0,10037.88954,0.142163883,0.019355064,0,0.047258198,0,0,0.173556875,0.047258198,0,0.023629099,1,1,0,8,3,0,0,0,17,18,15,0,8,2,10,3,10,5,150,,,,,,,,,,,,1.474238782,1.499239713,1.21,0.506199971,0.106009993,0.066798,297,59,169,131,41,2,1,2,13,5,18,4,0,11,11,1,1,32,1,0,0,9,0,11,2,0,0,11,0,0,0,7,2,1.346801347,2.356902357,2.02020202,0.336700337,0,12.79461279,69.6969697,0,2.356902357,3.03030303,23.56902357,12.79461279,12.79461279,10.77441077,56.9023569,56.9023569,0.336700337,35.69023569,62.72189349,80.91603053,93.6026936,1.01010101,0,0.673400673,6.397306397,0,56.9023569,2.356902357,0,56.9023569,44.10774411,8.417508418,4.87804878,2.43902439,4.87804878,31.70731707,43.90243902,9.756097561,26.82926829,26.82926829,2.43902439,78.04878049,2.43902439,0,21.95121951,0,26.82926829,4.87804878,0,26.82926829,17.07317073,17,19.86531987,41.46341463,5.387205387,0.673400673,3.389830508,3.389830508,35.59322034,3.389830508,3.703703704,12.79461279,14,9,5,3,6,11.78451178,51.51515152,2.02020202,15.82491582,8.080808081,34.14634146,21.95121951,12.19512195,7.317073171,14.63414634,5,3,14,12,2,3.367003367,1.01010101,73.73737374,9.090909091,1.683501684,12.19512195,7.317073171,34.14634146,29.26829268,4.87804878,25.58922559,34.34343434,42.08754209,47.81144781,52.86195286,4.291945244,0.904170776,7.200900745,7.025269019,0.801101929
2013028,B0839,SNEP,MidStrs,-71.035453,41.988368,11.16071429,7/22/2013,0,66.96428571,0,0,0,0,1.5633,57.9456,89.359801,0.106172,0.00106172,,100,1.21,18.68658607,53.88428325,20.15395571,1269.747792,1272.530376,15.82775131,15.61837386,9.952512601,9.914241223,4.075602891,4.204914936,70.46632124,20,12.08981,33.888854,0.558609957,0.529123708,31.69886928,3.454231434,31.69886928,23.64055717,0.324675325,11.05354059,11.05354059,1.843625746,2.549175622,3.977272727,14.64133564,14.64133564,3.547340954,4.882925034,1.691851417,4.882925034,8925.155567,0,8925.155567,0,0,0,0,0,0,0,0.034515131,0,0.155318091,0,10,0,0,1,10,15,13,19,20,19,10,10,10,10,10,10,10,166,,,,,,,,,,,,1.184426519,1.520485878,1.21,0.009700002,0.070029995,0.106172,292,16,0,0,13,2,0,1,1,5,3,0,0,0,0,2,0,4,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,15.75342466,87.67123288,0,0,0,0.342465753,0.342465753,0,87.67123288,88.69863014,5.479452055,0,0,0,0,0,1.02739726,0,0,0,5.821917808,71.91780822,0,1.02739726,94.17808219,0,0,1.712328767,0,0,0,0,15.38461538,0,7.692307692,7.692307692,23.07692308,0,0,0,15.38461538,30.76923077,7.692307692,0,69.23076923,0,0,15.38461538,0,0,0,3,5.479452055,23.07692308,0,0,75,75,0,0,0,0.342465753,6,0,2,2,2,93.49315068,0,2.397260274,1.02739726,1.369863014,46.15384615,0,15.38461538,15.38461538,15.38461538,2,3,1,6,0,5.479452055,1.369863014,1.02739726,90.4109589,0,15.38461538,23.07692308,7.692307692,46.15384615,0,68.49315068,82.19178082,86.30136986,89.7260274,91.78082192,1.797645164,0.50797523,2.290041184,2.11388417,0.485792312
